index10,Humidity,Temperature(C),GHI,Hour,Month,Output_power,previous
2020-11-07 12:00:00,91,3,0,18,11,0.0,0.0
2020-11-07 16:00:00,91,3,0,17,11,0.0,0.0
2020-11-07 20:00:00,91,3,0,17,11,0.0,0.0
2020-11-08 00:00:00,92,3,0,17,11,0.0,0.0
2020-11-08 04:00:00,92,3,0,17,11,0.0,0.0
2020-11-08 08:00:00,92,3,0,17,11,0.0,0.0
2020-11-08 12:00:00,93,3,0,17,11,0.0,0.0
2020-11-08 16:00:00,93,3,0,17,11,0.0,0.0
2020-11-08 20:00:00,93,2,0,17,11,0.0,0.0
2020-11-09 00:00:00,93,2,0,17,11,0.0,0.0
2020-11-09 04:00:00,94,2,0,16,11,0.0,0.0
2020-11-09 08:00:00,94,2,0,16,11,0.0,0.0
2020-11-09 12:00:00,94,2,0,16,11,0.0,0.0
2020-11-09 16:00:00,95,2,0,16,11,0.0,0.0
2020-11-09 20:00:00,95,2,0,16,11,0.0,0.0
2020-11-10 00:00:00,95,2,0,16,11,0.0,0.0
2020-11-10 04:00:00,96,2,0,16,11,0.0,0.0
2020-11-10 08:00:00,96,2,0,16,11,0.0,0.0
2020-11-10 12:00:00,96,2,0,16,11,0.0,0.0
2020-11-10 16:00:00,98,1,0,17,11,0.0,0.0
2020-11-10 20:00:00,100,0,0,21,11,0.0,0.0
2020-11-11 00:00:00,99,1,0,1,11,0.0,0.0
2020-11-11 04:00:00,98,2,5,5,11,0.0,0.0
2020-11-11 08:00:00,96,4,30,9,11,0.34375,0.0
2020-11-11 12:00:00,95,5,11,13,11,0.45833333333333326,0.34375
2020-11-11 16:00:00,97,5,0,17,11,0.0,0.45833333333333326
2020-11-11 20:00:00,95,4,0,21,11,0.0,0.0
2020-11-12 00:00:00,93,3,0,1,11,0.0,0.0
2020-11-12 04:00:00,89,2,10,5,11,0.0,0.0
2020-11-12 08:00:00,87,3,54,9,11,1.4228515624999998,0.0
2020-11-12 12:00:00,84,3,9,13,11,0.625,1.4228515624999998
2020-11-12 16:00:00,84,3,0,17,11,0.0,0.625
